country,placename,frequency,start_date,end_date,year,month,week,deaths,expected_deaths,excess_deaths,baseline
Austria,NA,weekly,2019-09-30,2019-10-06,2019,10,40,1555,NA,NA,NA
Austria,NA,weekly,2019-10-07,2019-10-13,2019,10,41,1592,NA,NA,NA
Austria,NA,weekly,2019-10-14,2019-10-20,2019,10,42,1497,NA,NA,NA
Austria,NA,weekly,2019-10-21,2019-10-27,2019,10,43,1545,NA,NA,NA
Austria,NA,weekly,2019-10-28,2019-11-03,2019,11,44,1536,NA,NA,NA
Austria,NA,weekly,2019-11-04,2019-11-10,2019,11,45,1555,NA,NA,NA
Austria,NA,weekly,2019-11-11,2019-11-17,2019,11,46,1558,NA,NA,NA
Austria,NA,weekly,2019-11-18,2019-11-24,2019,11,47,1553,NA,NA,NA
Austria,NA,weekly,2019-11-25,2019-12-01,2019,12,48,1586,NA,NA,NA
Austria,NA,weekly,2019-12-02,2019-12-08,2019,12,49,1599,NA,NA,NA
Austria,NA,weekly,2019-12-09,2019-12-15,2019,12,50,1667,NA,NA,NA
Austria,NA,weekly,2019-12-16,2019-12-22,2019,12,51,1591,NA,NA,NA
Austria,NA,weekly,2019-12-23,2019-12-29,2019,12,52,1636,NA,NA,NA
Austria,NA,weekly,2018-01-08,2018-01-14,2018,1,2,1842,NA,NA,NA
Austria,NA,weekly,2018-01-15,2018-01-21,2018,1,3,1786,NA,NA,NA
Austria,NA,weekly,2018-01-22,2018-01-28,2018,1,4,1714,NA,NA,NA
Austria,NA,weekly,2018-01-29,2018-02-04,2018,2,5,1870,NA,NA,NA
Austria,NA,weekly,2018-02-05,2018-02-11,2018,2,6,1938,NA,NA,NA
Austria,NA,weekly,2018-02-12,2018-02-18,2018,2,7,1881,NA,NA,NA
Austria,NA,weekly,2018-02-19,2018-02-25,2018,2,8,1951,NA,NA,NA
Austria,NA,weekly,2018-02-26,2018-03-04,2018,3,9,2021,NA,NA,NA
Austria,NA,weekly,2018-03-05,2018-03-11,2018,3,10,1965,NA,NA,NA
Austria,NA,weekly,2018-03-12,2018-03-18,2018,3,11,1946,NA,NA,NA
Austria,NA,weekly,2018-03-19,2018-03-25,2018,3,12,1641,NA,NA,NA
Austria,NA,weekly,2018-03-26,2018-04-01,2018,4,13,1766,NA,NA,NA
Austria,NA,weekly,2018-04-02,2018-04-08,2018,4,14,1617,NA,NA,NA
Austria,NA,weekly,2018-04-09,2018-04-15,2018,4,15,1560,NA,NA,NA
Austria,NA,weekly,2018-04-16,2018-04-22,2018,4,16,1557,NA,NA,NA
Austria,NA,weekly,2018-04-23,2018-04-29,2018,4,17,1383,NA,NA,NA
Austria,NA,weekly,2018-04-30,2018-05-06,2018,5,18,1434,NA,NA,NA
Austria,NA,weekly,2018-05-07,2018-05-13,2018,5,19,1372,NA,NA,NA
Austria,NA,weekly,2018-05-14,2018-05-20,2018,5,20,1342,NA,NA,NA
Austria,NA,weekly,2018-05-21,2018-05-27,2018,5,21,1383,NA,NA,NA
Austria,NA,weekly,2018-05-28,2018-06-03,2018,6,22,1415,NA,NA,NA
Austria,NA,weekly,2018-06-04,2018-06-10,2018,6,23,1433,NA,NA,NA
Austria,NA,weekly,2018-06-11,2018-06-17,2018,6,24,1392,NA,NA,NA
Austria,NA,weekly,2018-06-18,2018-06-24,2018,6,25,1401,NA,NA,NA
Austria,NA,weekly,2018-06-25,2018-07-01,2018,7,26,1414,NA,NA,NA
Austria,NA,weekly,2018-07-02,2018-07-08,2018,7,27,1441,NA,NA,NA
Austria,NA,weekly,2018-07-09,2018-07-15,2018,7,28,1404,NA,NA,NA
Austria,NA,weekly,2018-07-16,2018-07-22,2018,7,29,1511,NA,NA,NA
Austria,NA,weekly,2018-07-23,2018-07-29,2018,7,30,1455,NA,NA,NA
Austria,NA,weekly,2018-07-30,2018-08-05,2018,8,31,1615,NA,NA,NA
Austria,NA,weekly,2018-08-06,2018-08-12,2018,8,32,1532,NA,NA,NA
Austria,NA,weekly,2018-08-13,2018-08-19,2018,8,33,1430,NA,NA,NA
Austria,NA,weekly,2018-08-20,2018-08-26,2018,8,34,1460,NA,NA,NA
Austria,NA,weekly,2018-08-27,2018-09-02,2018,9,35,1414,NA,NA,NA
Austria,NA,weekly,2018-09-03,2018-09-09,2018,9,36,1376,NA,NA,NA
Austria,NA,weekly,2018-09-10,2018-09-16,2018,9,37,1452,NA,NA,NA
Austria,NA,weekly,2018-09-17,2018-09-23,2018,9,38,1421,NA,NA,NA
Austria,NA,weekly,2018-09-24,2018-09-30,2018,9,39,1436,NA,NA,NA
Austria,NA,weekly,2018-10-01,2018-10-07,2018,10,40,1553,NA,NA,NA
Austria,NA,weekly,2018-10-08,2018-10-14,2018,10,41,1509,NA,NA,NA
Austria,NA,weekly,2018-10-15,2018-10-21,2018,10,42,1488,NA,NA,NA
Austria,NA,weekly,2018-10-22,2018-10-28,2018,10,43,1491,NA,NA,NA
Austria,NA,weekly,2018-10-29,2018-11-04,2018,11,44,1561,NA,NA,NA
Austria,NA,weekly,2018-11-05,2018-11-11,2018,11,45,1501,NA,NA,NA
Austria,NA,weekly,2018-11-12,2018-11-18,2018,11,46,1556,NA,NA,NA
Austria,NA,weekly,2018-11-19,2018-11-25,2018,11,47,1531,NA,NA,NA
Austria,NA,weekly,2018-11-26,2018-12-02,2018,12,48,1525,NA,NA,NA
Austria,NA,weekly,2018-12-03,2018-12-09,2018,12,49,1656,NA,NA,NA
Austria,NA,weekly,2018-12-10,2018-12-16,2018,12,50,1626,NA,NA,NA
Austria,NA,weekly,2018-12-17,2018-12-23,2018,12,51,1639,NA,NA,NA
Austria,NA,weekly,2018-12-24,2018-12-30,2018,12,52,1689,NA,NA,NA
Austria,NA,weekly,2017-01-09,2017-01-15,2017,1,2,2340,NA,NA,NA
Austria,NA,weekly,2017-01-16,2017-01-22,2017,1,3,2060,NA,NA,NA
Austria,NA,weekly,2017-01-23,2017-01-29,2017,1,4,1938,NA,NA,NA
Austria,NA,weekly,2017-01-30,2017-02-05,2017,2,5,2045,NA,NA,NA
Austria,NA,weekly,2017-02-06,2017-02-12,2017,2,6,1874,NA,NA,NA
Austria,NA,weekly,2017-02-13,2017-02-19,2017,2,7,1750,NA,NA,NA
Austria,NA,weekly,2017-02-20,2017-02-26,2017,2,8,1807,NA,NA,NA
Austria,NA,weekly,2017-02-27,2017-03-05,2017,3,9,1696,NA,NA,NA
Austria,NA,weekly,2017-03-06,2017-03-12,2017,3,10,1614,NA,NA,NA
Austria,NA,weekly,2017-03-13,2017-03-19,2017,3,11,1542,NA,NA,NA
Austria,NA,weekly,2017-03-20,2017-03-26,2017,3,12,1535,NA,NA,NA
Austria,NA,weekly,2017-03-27,2017-04-02,2017,4,13,1489,NA,NA,NA
Austria,NA,weekly,2017-04-03,2017-04-09,2017,4,14,1537,NA,NA,NA
Austria,NA,weekly,2017-04-10,2017-04-16,2017,4,15,1532,NA,NA,NA
Austria,NA,weekly,2017-04-17,2017-04-23,2017,4,16,1475,NA,NA,NA
Austria,NA,weekly,2017-04-24,2017-04-30,2017,4,17,1440,NA,NA,NA
Austria,NA,weekly,2017-05-01,2017-05-07,2017,5,18,1527,NA,NA,NA
Austria,NA,weekly,2017-05-08,2017-05-14,2017,5,19,1434,NA,NA,NA
Austria,NA,weekly,2017-05-15,2017-05-21,2017,5,20,1501,NA,NA,NA
Austria,NA,weekly,2017-05-22,2017-05-28,2017,5,21,1327,NA,NA,NA
Austria,NA,weekly,2017-05-29,2017-06-04,2017,6,22,1456,NA,NA,NA
Austria,NA,weekly,2017-06-05,2017-06-11,2017,6,23,1312,NA,NA,NA
Austria,NA,weekly,2017-06-12,2017-06-18,2017,6,24,1421,NA,NA,NA
Austria,NA,weekly,2017-06-19,2017-06-25,2017,6,25,1476,NA,NA,NA
Austria,NA,weekly,2017-06-26,2017-07-02,2017,7,26,1419,NA,NA,NA
Austria,NA,weekly,2017-07-03,2017-07-09,2017,7,27,1413,NA,NA,NA
Austria,NA,weekly,2017-07-10,2017-07-16,2017,7,28,1346,NA,NA,NA
Austria,NA,weekly,2017-07-17,2017-07-23,2017,7,29,1475,NA,NA,NA
Austria,NA,weekly,2017-07-24,2017-07-30,2017,7,30,1375,NA,NA,NA
Austria,NA,weekly,2017-07-31,2017-08-06,2017,8,31,1616,NA,NA,NA
Austria,NA,weekly,2017-08-07,2017-08-13,2017,8,32,1334,NA,NA,NA
Austria,NA,weekly,2017-08-14,2017-08-20,2017,8,33,1380,NA,NA,NA
Austria,NA,weekly,2017-08-21,2017-08-27,2017,8,34,1472,NA,NA,NA
Austria,NA,weekly,2017-08-28,2017-09-03,2017,9,35,1329,NA,NA,NA
Austria,NA,weekly,2017-09-04,2017-09-10,2017,9,36,1318,NA,NA,NA
Austria,NA,weekly,2017-09-11,2017-09-17,2017,9,37,1426,NA,NA,NA
Austria,NA,weekly,2017-09-18,2017-09-24,2017,9,38,1407,NA,NA,NA
Austria,NA,weekly,2017-09-25,2017-10-01,2017,10,39,1496,NA,NA,NA
Austria,NA,weekly,2017-10-02,2017-10-08,2017,10,40,1481,NA,NA,NA
Austria,NA,weekly,2017-10-09,2017-10-15,2017,10,41,1529,NA,NA,NA
Austria,NA,weekly,2017-10-16,2017-10-22,2017,10,42,1453,NA,NA,NA
Austria,NA,weekly,2017-10-23,2017-10-29,2017,10,43,1489,NA,NA,NA
Austria,NA,weekly,2017-10-30,2017-11-05,2017,11,44,1551,NA,NA,NA
Austria,NA,weekly,2017-11-06,2017-11-12,2017,11,45,1490,NA,NA,NA
Austria,NA,weekly,2017-11-13,2017-11-19,2017,11,46,1505,NA,NA,NA
Austria,NA,weekly,2017-11-20,2017-11-26,2017,11,47,1570,NA,NA,NA
Austria,NA,weekly,2017-11-27,2017-12-03,2017,12,48,1531,NA,NA,NA
Austria,NA,weekly,2017-12-04,2017-12-10,2017,12,49,1632,NA,NA,NA
Austria,NA,weekly,2017-12-11,2017-12-17,2017,12,50,1554,NA,NA,NA
Austria,NA,weekly,2017-12-18,2017-12-24,2017,12,51,1653,NA,NA,NA
Austria,NA,weekly,2017-12-25,2017-12-31,2017,12,52,1646,NA,NA,NA
Austria,NA,weekly,2016-01-11,2016-01-17,2016,1,2,1626,NA,NA,NA
Austria,NA,weekly,2016-01-18,2016-01-24,2016,1,3,1608,NA,NA,NA
Austria,NA,weekly,2016-01-25,2016-01-31,2016,1,4,1578,NA,NA,NA
Austria,NA,weekly,2016-02-01,2016-02-07,2016,2,5,1609,NA,NA,NA
Austria,NA,weekly,2016-02-08,2016-02-14,2016,2,6,1650,NA,NA,NA
Austria,NA,weekly,2016-02-15,2016-02-21,2016,2,7,1621,NA,NA,NA
Austria,NA,weekly,2016-02-22,2016-02-28,2016,2,8,1581,NA,NA,NA
Austria,NA,weekly,2016-02-29,2016-03-06,2016,3,9,1714,NA,NA,NA
Austria,NA,weekly,2016-03-07,2016-03-13,2016,3,10,1532,NA,NA,NA
Austria,NA,weekly,2016-03-14,2016-03-20,2016,3,11,1516,NA,NA,NA
Austria,NA,weekly,2016-03-21,2016-03-27,2016,3,12,1499,NA,NA,NA
Austria,NA,weekly,2016-03-28,2016-04-03,2016,4,13,1598,NA,NA,NA
Austria,NA,weekly,2016-04-04,2016-04-10,2016,4,14,1562,NA,NA,NA
Austria,NA,weekly,2016-04-11,2016-04-17,2016,4,15,1520,NA,NA,NA
Austria,NA,weekly,2016-04-18,2016-04-24,2016,4,16,1413,NA,NA,NA
Austria,NA,weekly,2016-04-25,2016-05-01,2016,5,17,1460,NA,NA,NA
Austria,NA,weekly,2016-05-02,2016-05-08,2016,5,18,1447,NA,NA,NA
Austria,NA,weekly,2016-05-09,2016-05-15,2016,5,19,1486,NA,NA,NA
Austria,NA,weekly,2016-05-16,2016-05-22,2016,5,20,1453,NA,NA,NA
Austria,NA,weekly,2016-05-23,2016-05-29,2016,5,21,1505,NA,NA,NA
Austria,NA,weekly,2016-05-30,2016-06-05,2016,6,22,1402,NA,NA,NA
Austria,NA,weekly,2016-06-06,2016-06-12,2016,6,23,1360,NA,NA,NA
Austria,NA,weekly,2016-06-13,2016-06-19,2016,6,24,1348,NA,NA,NA
Austria,NA,weekly,2016-06-20,2016-06-26,2016,6,25,1452,NA,NA,NA
Austria,NA,weekly,2016-06-27,2016-07-03,2016,7,26,1338,NA,NA,NA
Austria,NA,weekly,2016-07-04,2016-07-10,2016,7,27,1328,NA,NA,NA
Austria,NA,weekly,2016-07-11,2016-07-17,2016,7,28,1323,NA,NA,NA
Austria,NA,weekly,2016-07-18,2016-07-24,2016,7,29,1458,NA,NA,NA
Austria,NA,weekly,2016-07-25,2016-07-31,2016,7,30,1424,NA,NA,NA
Austria,NA,weekly,2016-08-01,2016-08-07,2016,8,31,1390,NA,NA,NA
Austria,NA,weekly,2016-08-08,2016-08-14,2016,8,32,1359,NA,NA,NA
Austria,NA,weekly,2016-08-15,2016-08-21,2016,8,33,1394,NA,NA,NA
Austria,NA,weekly,2016-08-22,2016-08-28,2016,8,34,1408,NA,NA,NA
Austria,NA,weekly,2016-08-29,2016-09-04,2016,9,35,1414,NA,NA,NA
Austria,NA,weekly,2016-09-05,2016-09-11,2016,9,36,1380,NA,NA,NA
Austria,NA,weekly,2016-09-12,2016-09-18,2016,9,37,1392,NA,NA,NA
Austria,NA,weekly,2016-09-19,2016-09-25,2016,9,38,1376,NA,NA,NA
Austria,NA,weekly,2016-09-26,2016-10-02,2016,10,39,1442,NA,NA,NA
Austria,NA,weekly,2016-10-03,2016-10-09,2016,10,40,1469,NA,NA,NA
Austria,NA,weekly,2016-10-10,2016-10-16,2016,10,41,1556,NA,NA,NA
Austria,NA,weekly,2016-10-17,2016-10-23,2016,10,42,1607,NA,NA,NA
Austria,NA,weekly,2016-10-24,2016-10-30,2016,10,43,1522,NA,NA,NA
Austria,NA,weekly,2016-10-31,2016-11-06,2016,11,44,1484,NA,NA,NA
Austria,NA,weekly,2016-11-07,2016-11-13,2016,11,45,1541,NA,NA,NA
Austria,NA,weekly,2016-11-14,2016-11-20,2016,11,46,1616,NA,NA,NA
Austria,NA,weekly,2016-11-21,2016-11-27,2016,11,47,1550,NA,NA,NA
Austria,NA,weekly,2016-11-28,2016-12-04,2016,12,48,1601,NA,NA,NA
Austria,NA,weekly,2016-12-05,2016-12-11,2016,12,49,1619,NA,NA,NA
Austria,NA,weekly,2016-12-12,2016-12-18,2016,12,50,1670,NA,NA,NA
Austria,NA,weekly,2016-12-19,2016-12-25,2016,12,51,1847,NA,NA,NA
Austria,NA,weekly,2016-12-26,2017-01-01,2016,1,52,2160,NA,NA,NA
Austria,NA,weekly,2015-01-05,2015-01-11,2015,1,2,1768,NA,NA,NA
Austria,NA,weekly,2015-01-12,2015-01-18,2015,1,3,1837,NA,NA,NA
Austria,NA,weekly,2015-01-19,2015-01-25,2015,1,4,1792,NA,NA,NA
Austria,NA,weekly,2015-01-26,2015-02-01,2015,2,5,1837,NA,NA,NA
Austria,NA,weekly,2015-02-02,2015-02-08,2015,2,6,1926,NA,NA,NA
Austria,NA,weekly,2015-02-09,2015-02-15,2015,2,7,1992,NA,NA,NA
Austria,NA,weekly,2015-02-16,2015-02-22,2015,2,8,2020,NA,NA,NA
Austria,NA,weekly,2015-02-23,2015-03-01,2015,3,9,1883,NA,NA,NA
Austria,NA,weekly,2015-03-02,2015-03-08,2015,3,10,1846,NA,NA,NA
Austria,NA,weekly,2015-03-09,2015-03-15,2015,3,11,1763,NA,NA,NA
Austria,NA,weekly,2015-03-16,2015-03-22,2015,3,12,1696,NA,NA,NA
Austria,NA,weekly,2015-03-23,2015-03-29,2015,3,13,1725,NA,NA,NA
Austria,NA,weekly,2015-03-30,2015-04-05,2015,4,14,1604,NA,NA,NA
Austria,NA,weekly,2015-04-06,2015-04-12,2015,4,15,1563,NA,NA,NA
Austria,NA,weekly,2015-04-13,2015-04-19,2015,4,16,1614,NA,NA,NA
Austria,NA,weekly,2015-04-20,2015-04-26,2015,4,17,1547,NA,NA,NA
Austria,NA,weekly,2015-04-27,2015-05-03,2015,5,18,1453,NA,NA,NA
Austria,NA,weekly,2015-05-04,2015-05-10,2015,5,19,1452,NA,NA,NA
Austria,NA,weekly,2015-05-11,2015-05-17,2015,5,20,1461,NA,NA,NA
Austria,NA,weekly,2015-05-18,2015-05-24,2015,5,21,1396,NA,NA,NA
Austria,NA,weekly,2015-05-25,2015-05-31,2015,5,22,1304,NA,NA,NA
Austria,NA,weekly,2015-06-01,2015-06-07,2015,6,23,1437,NA,NA,NA
Austria,NA,weekly,2015-06-08,2015-06-14,2015,6,24,1502,NA,NA,NA
Austria,NA,weekly,2015-06-15,2015-06-21,2015,6,25,1285,NA,NA,NA
Austria,NA,weekly,2015-06-22,2015-06-28,2015,6,26,1374,NA,NA,NA
Austria,NA,weekly,2015-06-29,2015-07-05,2015,7,27,1487,NA,NA,NA
Austria,NA,weekly,2015-07-06,2015-07-12,2015,7,28,1476,NA,NA,NA
Austria,NA,weekly,2015-07-13,2015-07-19,2015,7,29,1475,NA,NA,NA
Austria,NA,weekly,2015-07-20,2015-07-26,2015,7,30,1633,NA,NA,NA
Austria,NA,weekly,2015-07-27,2015-08-02,2015,8,31,1446,NA,NA,NA
Austria,NA,weekly,2015-08-03,2015-08-09,2015,8,32,1500,NA,NA,NA
Austria,NA,weekly,2015-08-10,2015-08-16,2015,8,33,1692,NA,NA,NA
Austria,NA,weekly,2015-08-17,2015-08-23,2015,8,34,1376,NA,NA,NA
Austria,NA,weekly,2015-08-24,2015-08-30,2015,8,35,1476,NA,NA,NA
Austria,NA,weekly,2015-08-31,2015-09-06,2015,9,36,1389,NA,NA,NA
Austria,NA,weekly,2015-09-07,2015-09-13,2015,9,37,1447,NA,NA,NA
Austria,NA,weekly,2015-09-14,2015-09-20,2015,9,38,1459,NA,NA,NA
Austria,NA,weekly,2015-09-21,2015-09-27,2015,9,39,1410,NA,NA,NA
Austria,NA,weekly,2015-09-28,2015-10-04,2015,10,40,1494,NA,NA,NA
Austria,NA,weekly,2015-10-05,2015-10-11,2015,10,41,1409,NA,NA,NA
Austria,NA,weekly,2015-10-12,2015-10-18,2015,10,42,1481,NA,NA,NA
Austria,NA,weekly,2015-10-19,2015-10-25,2015,10,43,1498,NA,NA,NA
Austria,NA,weekly,2015-10-26,2015-11-01,2015,11,44,1433,NA,NA,NA
Austria,NA,weekly,2015-11-02,2015-11-08,2015,11,45,1460,NA,NA,NA
Austria,NA,weekly,2015-11-09,2015-11-15,2015,11,46,1527,NA,NA,NA
Austria,NA,weekly,2015-11-16,2015-11-22,2015,11,47,1486,NA,NA,NA
Austria,NA,weekly,2015-11-23,2015-11-29,2015,11,48,1488,NA,NA,NA
Austria,NA,weekly,2015-11-30,2015-12-06,2015,12,49,1509,NA,NA,NA
Austria,NA,weekly,2015-12-07,2015-12-13,2015,12,50,1517,NA,NA,NA
Austria,NA,weekly,2015-12-14,2015-12-20,2015,12,51,1538,NA,NA,NA
Austria,NA,weekly,2015-12-21,2015-12-27,2015,12,52,1545,NA,NA,NA
Belgium,NA,weekly,2015-01-05,2015-01-11,2015,1,2,2525,NA,NA,NA
Belgium,NA,weekly,2015-01-12,2015-01-18,2015,1,3,2526,NA,NA,NA
Belgium,NA,weekly,2015-01-19,2015-01-25,2015,1,4,2510,NA,NA,NA
Belgium,NA,weekly,2015-01-26,2015-02-01,2015,2,5,2644,NA,NA,NA
